Data/Hora,EPI,Status,Camera
2026-02-04 21:24:49,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:49,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:49,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:49,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:49,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:50,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:50,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:50,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:50,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:50,Mascara,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:50,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:50,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:51,Abafador,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:51,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:51,Pessoa,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:51,Oculos,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:51,Luva,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:51,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:51,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:51,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:51,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:52,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:52,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:52,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:52,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:52,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:53,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:53,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:53,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:53,Mascara,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:53,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:53,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:53,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:54,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:54,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:54,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:54,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:54,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:54,Bota,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:54,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:55,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:55,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:55,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:55,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:55,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:56,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:56,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:56,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:56,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:56,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:56,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:57,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:57,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:57,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:57,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:57,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:58,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:58,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:58,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:58,Capacete,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:58,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:59,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:59,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:59,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:59,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:24:59,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:24:59,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:00,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:00,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:00,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:00,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:00,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:01,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:01,Abafador,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:01,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:01,Pessoa,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:01,Oculos,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:01,Luva,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:01,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:01,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:01,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:02,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:02,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:02,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:02,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:02,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:02,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:03,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:03,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:03,Mascara,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:03,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:04,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:04,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:04,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:04,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:04,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:04,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:04,Bota,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:05,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:05,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:05,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:05,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:05,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:06,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:06,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:06,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:06,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:06,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:06,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:07,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:07,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:07,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:07,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:07,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:08,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:08,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:08,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:08,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:08,Capacete,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:08,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:09,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:09,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:09,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:09,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:09,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:09,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:09,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:10,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:10,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:10,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:10,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:10,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:11,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:11,Abafador,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:11,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:11,Pessoa,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:11,Oculos,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:11,Luva,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:11,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:11,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:11,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:12,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:12,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:12,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:12,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:12,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:12,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:13,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:13,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:13,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:13,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:13,Mascara,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:13,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:14,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:14,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:14,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:14,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:14,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:15,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:15,Bota,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:15,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:15,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:15,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:15,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:15,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:16,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:16,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:16,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:16,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:16,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:17,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:17,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:17,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:17,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:17,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:18,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:18,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:18,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:18,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:18,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:19,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:19,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:19,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:19,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:19,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:19,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:20,Capacete,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:20,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:20,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:20,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:20,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:21,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:21,Abafador,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:21,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:21,Pessoa,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:21,Oculos,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:21,Luva,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:21,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:21,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:21,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:22,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:22,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:22,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:22,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:22,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:22,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:23,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:23,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:23,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:23,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:23,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:23,Mascara,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:24,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:24,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:24,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:24,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:24,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:24,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:25,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:25,Bota,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:25,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:25,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:25,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:25,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:26,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:26,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:26,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:26,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:26,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:26,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:27,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:27,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:27,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:27,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:27,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:28,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:28,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:28,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:28,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:28,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:29,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:29,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:29,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:29,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:29,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:30,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:30,Capacete,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:30,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:30,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:30,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:30,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:31,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:31,Abafador,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:31,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:31,Pessoa,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:31,Oculos,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:31,Luva,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:31,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:31,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:32,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:32,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:32,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:32,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:32,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:32,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:33,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:33,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:33,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:34,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:34,Mascara,AUSENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:34,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:34,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:34,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:34,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:34,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:35,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:35,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:35,Bota,AUSENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:35,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:35,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:35,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:36,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:36,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
2026-02-04 21:25:36,Capacete,PRESENTE,CloudCam: 1919-GLC-4825-CAM03,local
2026-02-04 21:25:36,Capacete,PRESENTE,CloudCam: 1919-GLC-4821-CAM03,local
